message_id,conversation_id,User_id,persona_label,condition,family
2445,308,71,GPT,GPT,Divergent
2463,308,71,GPT,GPT,Divergent
2468,308,71,GPT,GPT,Divergent
2482,308,71,GPT,GPT,Divergent
2497,308,71,GPT,GPT,Divergent
2514,308,71,GPT,GPT,Divergent
2521,308,71,GPT,GPT,Divergent
2529,308,71,GPT,GPT,Divergent
2543,308,71,GPT,GPT,Divergent
2554,308,71,GPT,GPT,Divergent
2581,308,71,GPT,GPT,Divergent
2590,308,71,GPT,GPT,Divergent
2439,309,67,GPT,GPT,Divergent
2457,309,67,GPT,GPT,Divergent
2467,309,67,GPT,GPT,Divergent
2495,309,67,GPT,GPT,Divergent
2533,309,67,GPT,GPT,Divergent
2556,309,67,GPT,GPT,Divergent
2567,309,67,GPT,GPT,Divergent
2583,309,67,GPT,GPT,Divergent
2597,309,67,GPT,GPT,Divergent
2605,311,74,Convergent,Persona,Convergent
2619,311,74,Convergent,Persona,Convergent
2641,311,74,Convergent,Persona,Convergent
2659,311,74,Convergent,Persona,Convergent
2687,311,74,Convergent,Persona,Convergent
2708,311,74,Convergent,Persona,Convergent
2609,313,76,Convergent,Persona,Convergent
2628,313,76,Convergent,Persona,Convergent
2643,313,76,Convergent,Persona,Convergent
2673,313,76,Convergent,Persona,Convergent
2679,313,76,Convergent,Persona,Convergent
2695,313,76,Convergent,Persona,Convergent
2711,313,76,Convergent,Persona,Convergent
2611,314,77,Convergent,Persona,Convergent
2625,314,77,Convergent,Persona,Convergent
2632,314,77,Convergent,Persona,Convergent
2637,314,77,Convergent,Persona,Convergent
2655,314,77,Convergent,Persona,Convergent
2663,314,77,Convergent,Persona,Convergent
2675,314,77,Convergent,Persona,Convergent
2689,314,77,Convergent,Persona,Convergent
2703,314,77,Convergent,Persona,Convergent
2613,315,78,Convergent,Persona,Convergent
2623,315,78,Convergent,Persona,Convergent
2649,315,78,Convergent,Persona,Convergent
2652,315,78,Convergent,Persona,Convergent
2661,315,78,Convergent,Persona,Convergent
2665,315,78,Convergent,Persona,Convergent
2677,315,78,Convergent,Persona,Convergent
2685,315,78,Convergent,Persona,Convergent
2697,315,78,Convergent,Persona,Convergent
2705,315,78,Convergent,Persona,Convergent
2715,315,78,Convergent,Persona,Convergent
2615,316,79,Convergent,Persona,Convergent
2621,316,79,Convergent,Persona,Convergent
2645,316,79,Convergent,Persona,Convergent
2657,316,79,Convergent,Persona,Convergent
2671,316,79,Convergent,Persona,Convergent
2690,316,79,Convergent,Persona,Convergent
2701,316,79,Convergent,Persona,Convergent
2713,316,79,Convergent,Persona,Convergent
2631,318,81,Convergent,Persona,Convergent
2635,318,81,Convergent,Persona,Convergent
2651,318,81,Convergent,Persona,Convergent
2699,318,81,Convergent,Persona,Convergent
2666,319,80,Convergent,Persona,Convergent
2669,319,80,Convergent,Persona,Convergent
2680,319,80,Convergent,Persona,Convergent
2683,319,80,Convergent,Persona,Convergent
2693,319,80,Convergent,Persona,Convergent
2707,319,80,Convergent,Persona,Convergent
2717,320,76,GPT,GPT,Convergent
2741,320,76,GPT,GPT,Convergent
2748,320,76,GPT,GPT,Convergent
2779,320,76,GPT,GPT,Convergent
2795,320,76,GPT,GPT,Convergent
2718,321,79,GPT,GPT,Convergent
2733,321,79,GPT,GPT,Convergent
2745,321,79,GPT,GPT,Convergent
2765,321,79,GPT,GPT,Convergent
2785,321,79,GPT,GPT,Convergent
2803,321,79,GPT,GPT,Convergent
2723,323,74,GPT,GPT,Convergent
2729,323,74,GPT,GPT,Convergent
2753,323,74,GPT,GPT,Convergent
2767,323,74,GPT,GPT,Convergent
2783,323,74,GPT,GPT,Convergent
2801,323,74,GPT,GPT,Convergent
2805,323,74,GPT,GPT,Convergent
2811,323,74,GPT,GPT,Convergent
2815,323,74,GPT,GPT,Convergent
2724,324,78,GPT,GPT,Convergent
2739,324,78,GPT,GPT,Convergent
2751,324,78,GPT,GPT,Convergent
2761,324,78,GPT,GPT,Convergent
2769,324,78,GPT,GPT,Convergent
2775,324,78,GPT,GPT,Convergent
2781,324,78,GPT,GPT,Convergent
2789,324,78,GPT,GPT,Convergent
2726,325,77,GPT,GPT,Convergent
2735,325,77,GPT,GPT,Convergent
2743,325,77,GPT,GPT,Convergent
2747,325,77,GPT,GPT,Convergent
2763,325,77,GPT,GPT,Convergent
2773,325,77,GPT,GPT,Convergent
2791,325,77,GPT,GPT,Convergent
2799,325,77,GPT,GPT,Convergent
2731,326,81,GPT,GPT,Convergent
2737,326,81,GPT,GPT,Convergent
2754,326,81,GPT,GPT,Convergent
2777,326,81,GPT,GPT,Convergent
2792,326,81,GPT,GPT,Convergent
2809,326,81,GPT,GPT,Convergent
2817,326,81,GPT,GPT,Convergent
2757,327,80,GPT,GPT,Convergent
2759,327,80,GPT,GPT,Convergent
2771,327,80,GPT,GPT,Convergent
2787,327,80,GPT,GPT,Convergent
2797,327,80,GPT,GPT,Convergent
2807,327,80,GPT,GPT,Convergent
2813,327,80,GPT,GPT,Convergent
2819,327,80,GPT,GPT,Convergent
2821,328,82,GPT,GPT,Divergent
2855,328,82,GPT,GPT,Divergent
2881,328,82,GPT,GPT,Divergent
2935,328,82,GPT,GPT,Divergent
2967,328,82,GPT,GPT,Divergent
2997,328,82,GPT,GPT,Divergent
3022,328,82,GPT,GPT,Divergent
2822,329,83,GPT,GPT,Divergent
2844,329,83,GPT,GPT,Divergent
2869,329,83,GPT,GPT,Divergent
2895,329,83,GPT,GPT,Divergent
2908,329,83,GPT,GPT,Divergent
2918,329,83,GPT,GPT,Divergent
2933,329,83,GPT,GPT,Divergent
2947,329,83,GPT,GPT,Divergent
2952,329,83,GPT,GPT,Divergent
2977,329,83,GPT,GPT,Divergent
2995,329,83,GPT,GPT,Divergent
3016,329,83,GPT,GPT,Divergent
3038,329,83,GPT,GPT,Divergent
2825,330,84,GPT,GPT,Divergent
2861,330,84,GPT,GPT,Divergent
2880,330,84,GPT,GPT,Divergent
2901,330,84,GPT,GPT,Divergent
2969,330,84,GPT,GPT,Divergent
3041,330,84,GPT,GPT,Divergent
2829,332,85,GPT,GPT,Divergent
2853,332,85,GPT,GPT,Divergent
2885,332,85,GPT,GPT,Divergent
2921,332,85,GPT,GPT,Divergent
2945,332,85,GPT,GPT,Divergent
2973,332,85,GPT,GPT,Divergent
2988,332,85,GPT,GPT,Divergent
3001,332,85,GPT,GPT,Divergent
3011,332,85,GPT,GPT,Divergent
3029,332,85,GPT,GPT,Divergent
3031,332,85,GPT,GPT,Divergent
2830,333,86,GPT,GPT,Divergent
2843,333,86,GPT,GPT,Divergent
2867,333,86,GPT,GPT,Divergent
2887,333,86,GPT,GPT,Divergent
2903,333,86,GPT,GPT,Divergent
2917,333,86,GPT,GPT,Divergent
2931,333,86,GPT,GPT,Divergent
2957,333,86,GPT,GPT,Divergent
2968,333,86,GPT,GPT,Divergent
2833,334,87,GPT,GPT,Divergent
2847,334,87,GPT,GPT,Divergent
2893,334,87,GPT,GPT,Divergent
2913,334,87,GPT,GPT,Divergent
2927,334,87,GPT,GPT,Divergent
2948,334,87,GPT,GPT,Divergent
2963,334,87,GPT,GPT,Divergent
3007,334,87,GPT,GPT,Divergent
3026,334,87,GPT,GPT,Divergent
3033,334,87,GPT,GPT,Divergent
2834,335,88,GPT,GPT,Divergent
2851,335,88,GPT,GPT,Divergent
2873,335,88,GPT,GPT,Divergent
2889,335,88,GPT,GPT,Divergent
2915,335,88,GPT,GPT,Divergent
2991,335,88,GPT,GPT,Divergent
2837,336,89,GPT,GPT,Divergent
2854,336,89,GPT,GPT,Divergent
2875,336,89,GPT,GPT,Divergent
2879,336,89,GPT,GPT,Divergent
2899,336,89,GPT,GPT,Divergent
2924,336,89,GPT,GPT,Divergent
2941,336,89,GPT,GPT,Divergent
2959,336,89,GPT,GPT,Divergent
2974,336,89,GPT,GPT,Divergent
2992,336,89,GPT,GPT,Divergent
3003,336,89,GPT,GPT,Divergent
3009,336,89,GPT,GPT,Divergent
3021,336,89,GPT,GPT,Divergent
3037,336,89,GPT,GPT,Divergent
2839,337,90,GPT,GPT,Divergent
2864,337,90,GPT,GPT,Divergent
2877,337,90,GPT,GPT,Divergent
2891,337,90,GPT,GPT,Divergent
2905,337,90,GPT,GPT,Divergent
2939,337,90,GPT,GPT,Divergent
2961,337,90,GPT,GPT,Divergent
2987,337,90,GPT,GPT,Divergent
3010,337,90,GPT,GPT,Divergent
3035,337,90,GPT,GPT,Divergent
2841,338,91,GPT,GPT,Divergent
2858,338,91,GPT,GPT,Divergent
2871,338,91,GPT,GPT,Divergent
2896,338,91,GPT,GPT,Divergent
2911,338,91,GPT,GPT,Divergent
2929,338,91,GPT,GPT,Divergent
2951,338,91,GPT,GPT,Divergent
2983,338,91,GPT,GPT,Divergent
2999,338,91,GPT,GPT,Divergent
3017,338,91,GPT,GPT,Divergent
2848,339,92,GPT,GPT,Divergent
2863,339,92,GPT,GPT,Divergent
2907,339,92,GPT,GPT,Divergent
2923,339,92,GPT,GPT,Divergent
2937,339,92,GPT,GPT,Divergent
2943,339,92,GPT,GPT,Divergent
2955,339,92,GPT,GPT,Divergent
2965,339,92,GPT,GPT,Divergent
2978,339,92,GPT,GPT,Divergent
2981,339,92,GPT,GPT,Divergent
2985,339,92,GPT,GPT,Divergent
3005,339,92,GPT,GPT,Divergent
3015,339,92,GPT,GPT,Divergent
3025,339,92,GPT,GPT,Divergent
3043,340,84,Divergent,Persona,Divergent
3067,340,84,Divergent,Persona,Divergent
3098,340,84,Divergent,Persona,Divergent
3121,340,84,Divergent,Persona,Divergent
3145,340,84,Divergent,Persona,Divergent
3205,340,84,Divergent,Persona,Divergent
3219,340,84,Divergent,Persona,Divergent
3045,341,88,Divergent,Persona,Divergent
3063,341,88,Divergent,Persona,Divergent
3089,341,88,Divergent,Persona,Divergent
3119,341,88,Divergent,Persona,Divergent
3137,341,88,Divergent,Persona,Divergent
3173,341,88,Divergent,Persona,Divergent
3195,341,88,Divergent,Persona,Divergent
3047,342,85,Divergent,Persona,Divergent
3065,342,85,Divergent,Persona,Divergent
3105,342,85,Divergent,Persona,Divergent
3142,342,85,Divergent,Persona,Divergent
3175,342,85,Divergent,Persona,Divergent
3187,342,85,Divergent,Persona,Divergent
3209,342,85,Divergent,Persona,Divergent
3221,342,85,Divergent,Persona,Divergent
3049,343,89,Divergent,Persona,Divergent
3081,343,89,Divergent,Persona,Divergent
3091,343,89,Divergent,Persona,Divergent
3109,343,89,Divergent,Persona,Divergent
3123,343,89,Divergent,Persona,Divergent
3153,343,89,Divergent,Persona,Divergent
3165,343,89,Divergent,Persona,Divergent
3189,343,89,Divergent,Persona,Divergent
3213,343,89,Divergent,Persona,Divergent
3227,343,89,Divergent,Persona,Divergent
3051,344,86,Divergent,Persona,Divergent
3073,344,86,Divergent,Persona,Divergent
3101,344,86,Divergent,Persona,Divergent
3114,344,86,Divergent,Persona,Divergent
3127,344,86,Divergent,Persona,Divergent
3141,344,86,Divergent,Persona,Divergent
3155,344,86,Divergent,Persona,Divergent
3161,344,86,Divergent,Persona,Divergent
3167,344,86,Divergent,Persona,Divergent
3185,344,86,Divergent,Persona,Divergent
3054,346,91,Divergent,Persona,Divergent
3077,346,91,Divergent,Persona,Divergent
3107,346,91,Divergent,Persona,Divergent
3129,346,91,Divergent,Persona,Divergent
3147,346,91,Divergent,Persona,Divergent
3169,346,91,Divergent,Persona,Divergent
3197,346,91,Divergent,Persona,Divergent
3211,346,91,Divergent,Persona,Divergent
3225,346,91,Divergent,Persona,Divergent
3057,347,90,Divergent,Persona,Divergent
3075,347,90,Divergent,Persona,Divergent
3093,347,90,Divergent,Persona,Divergent
3111,347,90,Divergent,Persona,Divergent
3133,347,90,Divergent,Persona,Divergent
3151,347,90,Divergent,Persona,Divergent
3170,347,90,Divergent,Persona,Divergent
3181,347,90,Divergent,Persona,Divergent
3059,348,83,Divergent,Persona,Divergent
3070,348,83,Divergent,Persona,Divergent
3097,348,83,Divergent,Persona,Divergent
3103,348,83,Divergent,Persona,Divergent
3117,348,83,Divergent,Persona,Divergent
3139,348,83,Divergent,Persona,Divergent
3159,348,83,Divergent,Persona,Divergent
3177,348,83,Divergent,Persona,Divergent
3182,348,83,Divergent,Persona,Divergent
3191,348,83,Divergent,Persona,Divergent
3193,348,83,Divergent,Persona,Divergent
3207,348,83,Divergent,Persona,Divergent
3215,348,83,Divergent,Persona,Divergent
3229,348,83,Divergent,Persona,Divergent
3061,349,82,Divergent,Persona,Divergent
3079,349,82,Divergent,Persona,Divergent
3112,349,82,Divergent,Persona,Divergent
3131,349,82,Divergent,Persona,Divergent
3149,349,82,Divergent,Persona,Divergent
3179,349,82,Divergent,Persona,Divergent
3199,349,82,Divergent,Persona,Divergent
3231,349,82,Divergent,Persona,Divergent
3069,350,87,Divergent,Persona,Divergent
3083,350,87,Divergent,Persona,Divergent
3125,350,87,Divergent,Persona,Divergent
3162,350,87,Divergent,Persona,Divergent
3201,350,87,Divergent,Persona,Divergent
3217,350,87,Divergent,Persona,Divergent
3084,351,92,Divergent,Persona,Divergent
3087,351,92,Divergent,Persona,Divergent
3095,351,92,Divergent,Persona,Divergent
3135,351,92,Divergent,Persona,Divergent
3157,351,92,Divergent,Persona,Divergent
3202,351,92,Divergent,Persona,Divergent
3223,351,92,Divergent,Persona,Divergent
3233,352,93,GPT,GPT,Convergent
3241,352,93,GPT,GPT,Convergent
3255,352,93,GPT,GPT,Convergent
3259,352,93,GPT,GPT,Convergent
3267,352,93,GPT,GPT,Convergent
3271,352,93,GPT,GPT,Convergent
3273,352,93,GPT,GPT,Convergent
3275,352,93,GPT,GPT,Convergent
3287,352,93,GPT,GPT,Convergent
3297,352,93,GPT,GPT,Convergent
3311,352,93,GPT,GPT,Convergent
3236,354,94,GPT,GPT,Convergent
3243,354,94,GPT,GPT,Convergent
3263,354,94,GPT,GPT,Convergent
3281,354,94,GPT,GPT,Convergent
3285,354,94,GPT,GPT,Convergent
3295,354,94,GPT,GPT,Convergent
3305,354,94,GPT,GPT,Convergent
3313,354,94,GPT,GPT,Convergent
3321,354,94,GPT,GPT,Convergent
3325,354,94,GPT,GPT,Convergent
3239,355,95,GPT,GPT,Convergent
3277,355,95,GPT,GPT,Convergent
3309,355,95,GPT,GPT,Convergent
3319,355,95,GPT,GPT,Convergent
3327,355,95,GPT,GPT,Convergent
3245,356,96,GPT,GPT,Convergent
3247,356,96,GPT,GPT,Convergent
3257,356,96,GPT,GPT,Convergent
3279,356,96,GPT,GPT,Convergent
3291,356,96,GPT,GPT,Convergent
3303,356,96,GPT,GPT,Convergent
3323,356,96,GPT,GPT,Convergent
3249,357,97,GPT,GPT,Convergent
3251,357,97,GPT,GPT,Convergent
3261,357,97,GPT,GPT,Convergent
3293,357,97,GPT,GPT,Convergent
3301,357,97,GPT,GPT,Convergent
3315,357,97,GPT,GPT,Convergent
3253,358,98,GPT,GPT,Convergent
3265,358,98,GPT,GPT,Convergent
3268,358,98,GPT,GPT,Convergent
3283,358,98,GPT,GPT,Convergent
3289,358,98,GPT,GPT,Convergent
3299,358,98,GPT,GPT,Convergent
3307,358,98,GPT,GPT,Convergent
3317,358,98,GPT,GPT,Convergent
3333,361,94,Convergent,Persona,Convergent
3339,361,94,Convergent,Persona,Convergent
3361,361,94,Convergent,Persona,Convergent
3367,361,94,Convergent,Persona,Convergent
3379,361,94,Convergent,Persona,Convergent
3385,361,94,Convergent,Persona,Convergent
3403,361,94,Convergent,Persona,Convergent
3415,361,94,Convergent,Persona,Convergent
3425,361,94,Convergent,Persona,Convergent
3431,361,94,Convergent,Persona,Convergent
3435,361,94,Convergent,Persona,Convergent
3335,362,93,Convergent,Persona,Convergent
3341,362,93,Convergent,Persona,Convergent
3357,362,93,Convergent,Persona,Convergent
3363,362,93,Convergent,Persona,Convergent
3371,362,93,Convergent,Persona,Convergent
3377,362,93,Convergent,Persona,Convergent
3383,362,93,Convergent,Persona,Convergent
3393,362,93,Convergent,Persona,Convergent
3400,362,93,Convergent,Persona,Convergent
3337,363,98,Convergent,Persona,Convergent
3349,363,98,Convergent,Persona,Convergent
3364,363,98,Convergent,Persona,Convergent
3375,363,98,Convergent,Persona,Convergent
3387,363,98,Convergent,Persona,Convergent
3395,363,98,Convergent,Persona,Convergent
3405,363,98,Convergent,Persona,Convergent
3413,363,98,Convergent,Persona,Convergent
3421,363,98,Convergent,Persona,Convergent
3433,363,98,Convergent,Persona,Convergent
3437,363,98,Convergent,Persona,Convergent
3343,364,96,Convergent,Persona,Convergent
3345,364,96,Convergent,Persona,Convergent
3355,364,96,Convergent,Persona,Convergent
3381,364,96,Convergent,Persona,Convergent
3389,364,96,Convergent,Persona,Convergent
3399,364,96,Convergent,Persona,Convergent
3406,364,96,Convergent,Persona,Convergent
3409,364,96,Convergent,Persona,Convergent
3423,364,96,Convergent,Persona,Convergent
3427,364,96,Convergent,Persona,Convergent
3439,364,96,Convergent,Persona,Convergent
3347,365,97,Convergent,Persona,Convergent
3353,365,97,Convergent,Persona,Convergent
3369,365,97,Convergent,Persona,Convergent
3391,365,97,Convergent,Persona,Convergent
3417,365,97,Convergent,Persona,Convergent
3428,365,97,Convergent,Persona,Convergent
3351,366,95,Convergent,Persona,Convergent
3359,366,95,Convergent,Persona,Convergent
3373,366,95,Convergent,Persona,Convergent
3397,366,95,Convergent,Persona,Convergent
3411,366,95,Convergent,Persona,Convergent
3419,366,95,Convergent,Persona,Convergent
3441,366,95,Convergent,Persona,Convergent
3445,368,100,Convergent,Persona,Convergent
3501,368,100,Convergent,Persona,Convergent
3558,368,100,Convergent,Persona,Convergent
3621,368,100,Convergent,Persona,Convergent
3683,368,100,Convergent,Persona,Convergent
3719,368,100,Convergent,Persona,Convergent
3811,368,100,Convergent,Persona,Convergent
3448,370,102,Convergent,Persona,Convergent
3455,370,102,Convergent,Persona,Convergent
3463,370,102,Convergent,Persona,Convergent
3481,370,102,Convergent,Persona,Convergent
3513,370,102,Convergent,Persona,Convergent
3583,370,102,Convergent,Persona,Convergent
3599,370,102,Convergent,Persona,Convergent
3643,370,102,Convergent,Persona,Convergent
3671,370,102,Convergent,Persona,Convergent
3696,370,102,Convergent,Persona,Convergent
3713,370,102,Convergent,Persona,Convergent
3731,370,102,Convergent,Persona,Convergent
3753,370,102,Convergent,Persona,Convergent
3770,370,102,Convergent,Persona,Convergent
3783,370,102,Convergent,Persona,Convergent
3789,370,102,Convergent,Persona,Convergent
3797,370,102,Convergent,Persona,Convergent
3808,370,102,Convergent,Persona,Convergent
3453,372,104,Convergent,Persona,Convergent
3457,372,104,Convergent,Persona,Convergent
3492,372,104,Convergent,Persona,Convergent
3511,372,104,Convergent,Persona,Convergent
3531,372,104,Convergent,Persona,Convergent
3547,372,104,Convergent,Persona,Convergent
3571,372,104,Convergent,Persona,Convergent
3601,372,104,Convergent,Persona,Convergent
3615,372,104,Convergent,Persona,Convergent
3625,372,104,Convergent,Persona,Convergent
3641,372,104,Convergent,Persona,Convergent
3651,372,104,Convergent,Persona,Convergent
3662,372,104,Convergent,Persona,Convergent
3675,372,104,Convergent,Persona,Convergent
3688,372,104,Convergent,Persona,Convergent
3732,372,104,Convergent,Persona,Convergent
3745,372,104,Convergent,Persona,Convergent
3764,372,104,Convergent,Persona,Convergent
3775,372,104,Convergent,Persona,Convergent
3785,372,104,Convergent,Persona,Convergent
3818,372,104,Convergent,Persona,Convergent
3825,372,104,Convergent,Persona,Convergent
3459,373,105,Convergent,Persona,Convergent
3484,373,105,Convergent,Persona,Convergent
3543,373,105,Convergent,Persona,Convergent
3579,373,105,Convergent,Persona,Convergent
3649,373,105,Convergent,Persona,Convergent
3695,373,105,Convergent,Persona,Convergent
3725,373,105,Convergent,Persona,Convergent
3749,373,105,Convergent,Persona,Convergent
3780,373,105,Convergent,Persona,Convergent
3798,373,105,Convergent,Persona,Convergent
3831,373,105,Convergent,Persona,Convergent
3461,374,106,Convergent,Persona,Convergent
3497,374,106,Convergent,Persona,Convergent
3537,374,106,Convergent,Persona,Convergent
3567,374,106,Convergent,Persona,Convergent
3623,374,106,Convergent,Persona,Convergent
3673,374,106,Convergent,Persona,Convergent
3709,374,106,Convergent,Persona,Convergent
3748,374,106,Convergent,Persona,Convergent
3791,374,106,Convergent,Persona,Convergent
3465,375,107,Convergent,Persona,Convergent
3517,375,107,Convergent,Persona,Convergent
3522,375,107,Convergent,Persona,Convergent
3557,375,107,Convergent,Persona,Convergent
3577,375,107,Convergent,Persona,Convergent
3636,375,107,Convergent,Persona,Convergent
3666,375,107,Convergent,Persona,Convergent
3736,375,107,Convergent,Persona,Convergent
3760,375,107,Convergent,Persona,Convergent
3469,377,109,Convergent,Persona,Convergent
3499,377,109,Convergent,Persona,Convergent
3569,377,109,Convergent,Persona,Convergent
3592,377,109,Convergent,Persona,Convergent
3605,377,109,Convergent,Persona,Convergent
3659,377,109,Convergent,Persona,Convergent
3700,377,109,Convergent,Persona,Convergent
3721,377,109,Convergent,Persona,Convergent
3754,377,109,Convergent,Persona,Convergent
3812,377,109,Convergent,Persona,Convergent
3835,377,109,Convergent,Persona,Convergent
3470,378,110,Convergent,Persona,Convergent
3485,378,110,Convergent,Persona,Convergent
3544,378,110,Convergent,Persona,Convergent
3584,378,110,Convergent,Persona,Convergent
3645,378,110,Convergent,Persona,Convergent
3657,378,110,Convergent,Persona,Convergent
3739,378,110,Convergent,Persona,Convergent
3773,378,110,Convergent,Persona,Convergent
3475,380,112,Convergent,Persona,Convergent
3495,380,112,Convergent,Persona,Convergent
3527,380,112,Convergent,Persona,Convergent
3539,380,112,Convergent,Persona,Convergent
3565,380,112,Convergent,Persona,Convergent
3610,380,112,Convergent,Persona,Convergent
3637,380,112,Convergent,Persona,Convergent
3681,380,112,Convergent,Persona,Convergent
3699,380,112,Convergent,Persona,Convergent
3707,380,112,Convergent,Persona,Convergent
3743,380,112,Convergent,Persona,Convergent
3827,380,112,Convergent,Persona,Convergent
3477,381,113,Convergent,Persona,Convergent
3514,381,113,Convergent,Persona,Convergent
3549,381,113,Convergent,Persona,Convergent
3618,381,113,Convergent,Persona,Convergent
3668,381,113,Convergent,Persona,Convergent
3740,381,113,Convergent,Persona,Convergent
3800,381,113,Convergent,Persona,Convergent
3822,381,113,Convergent,Persona,Convergent
3483,382,114,Convergent,Persona,Convergent
3509,382,114,Convergent,Persona,Convergent
3573,382,114,Convergent,Persona,Convergent
3591,382,114,Convergent,Persona,Convergent
3635,382,114,Convergent,Persona,Convergent
3691,382,114,Convergent,Persona,Convergent
3717,382,114,Convergent,Persona,Convergent
3763,382,114,Convergent,Persona,Convergent
3796,382,114,Convergent,Persona,Convergent
3828,382,114,Convergent,Persona,Convergent
3503,384,108,Convergent,Persona,Convergent
3507,384,108,Convergent,Persona,Convergent
3519,384,108,Convergent,Persona,Convergent
3541,384,108,Convergent,Persona,Convergent
3563,384,108,Convergent,Persona,Convergent
3595,384,108,Convergent,Persona,Convergent
3629,384,108,Convergent,Persona,Convergent
3661,384,108,Convergent,Persona,Convergent
3693,384,108,Convergent,Persona,Convergent
3711,384,108,Convergent,Persona,Convergent
3735,384,108,Convergent,Persona,Convergent
3759,384,108,Convergent,Persona,Convergent
3795,384,108,Convergent,Persona,Convergent
3821,384,108,Convergent,Persona,Convergent
3529,385,116,Convergent,Persona,Convergent
3551,385,116,Convergent,Persona,Convergent
3575,385,116,Convergent,Persona,Convergent
3609,385,116,Convergent,Persona,Convergent
3627,385,116,Convergent,Persona,Convergent
3655,385,116,Convergent,Persona,Convergent
3687,385,116,Convergent,Persona,Convergent
3724,385,116,Convergent,Persona,Convergent
3757,385,116,Convergent,Persona,Convergent
3774,385,116,Convergent,Persona,Convergent
3602,386,117,Convergent,Persona,Convergent
3606,386,117,Convergent,Persona,Convergent
3613,386,117,Convergent,Persona,Convergent
3633,386,117,Convergent,Persona,Convergent
3665,386,117,Convergent,Persona,Convergent
3703,386,117,Convergent,Persona,Convergent
3723,386,117,Convergent,Persona,Convergent
3779,386,117,Convergent,Persona,Convergent
3787,386,117,Convergent,Persona,Convergent
3805,386,117,Convergent,Persona,Convergent
3813,386,117,Convergent,Persona,Convergent
3833,386,117,Convergent,Persona,Convergent
3842,390,107,GPT,GPT,Convergent
3873,390,107,GPT,GPT,Convergent
3936,390,107,GPT,GPT,Convergent
3999,390,107,GPT,GPT,Convergent
4092,390,107,GPT,GPT,Convergent
4115,390,107,GPT,GPT,Convergent
3843,391,102,GPT,GPT,Convergent
3882,391,102,GPT,GPT,Convergent
3927,391,102,GPT,GPT,Convergent
3953,391,102,GPT,GPT,Convergent
3995,391,102,GPT,GPT,Convergent
4022,391,102,GPT,GPT,Convergent
4059,391,102,GPT,GPT,Convergent
4091,391,102,GPT,GPT,Convergent
4112,391,102,GPT,GPT,Convergent
4136,391,102,GPT,GPT,Convergent
4175,391,102,GPT,GPT,Convergent
3845,392,104,GPT,GPT,Convergent
3866,392,104,GPT,GPT,Convergent
3895,392,104,GPT,GPT,Convergent
3917,392,104,GPT,GPT,Convergent
3988,392,104,GPT,GPT,Convergent
4001,392,104,GPT,GPT,Convergent
4029,392,104,GPT,GPT,Convergent
4045,392,104,GPT,GPT,Convergent
4057,392,104,GPT,GPT,Convergent
4072,392,104,GPT,GPT,Convergent
4093,392,104,GPT,GPT,Convergent
4109,392,104,GPT,GPT,Convergent
4125,392,104,GPT,GPT,Convergent
4167,392,104,GPT,GPT,Convergent
4179,392,104,GPT,GPT,Convergent
4197,392,104,GPT,GPT,Convergent
4206,392,104,GPT,GPT,Convergent
4217,392,104,GPT,GPT,Convergent
4221,392,104,GPT,GPT,Convergent
4233,392,104,GPT,GPT,Convergent
4240,392,104,GPT,GPT,Convergent
4255,392,104,GPT,GPT,Convergent
3848,393,108,GPT,GPT,Convergent
3894,393,108,GPT,GPT,Convergent
3923,393,108,GPT,GPT,Convergent
3949,393,108,GPT,GPT,Convergent
3979,393,108,GPT,GPT,Convergent
4036,393,108,GPT,GPT,Convergent
4085,393,108,GPT,GPT,Convergent
4127,393,108,GPT,GPT,Convergent
4138,393,108,GPT,GPT,Convergent
4152,393,108,GPT,GPT,Convergent
4215,393,108,GPT,GPT,Convergent
3850,394,105,GPT,GPT,Convergent
3887,394,105,GPT,GPT,Convergent
3913,394,105,GPT,GPT,Convergent
3921,394,105,GPT,GPT,Convergent
3925,394,105,GPT,GPT,Convergent
3960,394,105,GPT,GPT,Convergent
3965,394,105,GPT,GPT,Convergent
3980,394,105,GPT,GPT,Convergent
4257,394,105,GPT,GPT,Convergent
3853,396,114,GPT,GPT,Convergent
3878,396,114,GPT,GPT,Convergent
3931,396,114,GPT,GPT,Convergent
3969,396,114,GPT,GPT,Convergent
4065,396,114,GPT,GPT,Convergent
4119,396,114,GPT,GPT,Convergent
4169,396,114,GPT,GPT,Convergent
4199,396,114,GPT,GPT,Convergent
4227,396,114,GPT,GPT,Convergent
4239,396,114,GPT,GPT,Convergent
4249,396,114,GPT,GPT,Convergent
3855,397,116,GPT,GPT,Convergent
3904,397,116,GPT,GPT,Convergent
3940,397,116,GPT,GPT,Convergent
3970,397,116,GPT,GPT,Convergent
3986,397,116,GPT,GPT,Convergent
4013,397,116,GPT,GPT,Convergent
4060,397,116,GPT,GPT,Convergent
4135,397,116,GPT,GPT,Convergent
4155,397,116,GPT,GPT,Convergent
4181,397,116,GPT,GPT,Convergent
3859,398,112,GPT,GPT,Convergent
3874,398,112,GPT,GPT,Convergent
3981,398,112,GPT,GPT,Convergent
4015,398,112,GPT,GPT,Convergent
4047,398,112,GPT,GPT,Convergent
4071,398,112,GPT,GPT,Convergent
4123,398,112,GPT,GPT,Convergent
4184,398,112,GPT,GPT,Convergent
4211,398,112,GPT,GPT,Convergent
4241,398,112,GPT,GPT,Convergent
