conversation_id,turn_index,condition_original,persona_family_original,round,challenge
212,6,GPT,GPT,2,Library
212,7,GPT,GPT,2,Library
212,8,GPT,GPT,2,Library
212,9,GPT,GPT,2,Library
212,10,GPT,GPT,2,Library
212,11,GPT,GPT,2,Library
212,12,GPT,GPT,2,Library
212,13,GPT,GPT,2,Library
212,14,GPT,GPT,2,Library
212,15,GPT,GPT,2,Library
212,16,GPT,GPT,2,Library
212,17,GPT,GPT,2,Library
213,0,GPT,GPT,2,Library
213,1,GPT,GPT,2,Library
213,2,GPT,GPT,2,Library
213,3,GPT,GPT,2,Library
213,4,GPT,GPT,2,Library
213,5,GPT,GPT,2,Library
213,6,GPT,GPT,2,Library
213,7,GPT,GPT,2,Library
213,8,GPT,GPT,2,Library
213,9,GPT,GPT,2,Library
213,10,GPT,GPT,2,Library
213,11,GPT,GPT,2,Library
213,12,GPT,GPT,2,Library
213,13,GPT,GPT,2,Library
214,0,GPT,GPT,2,Library
214,1,GPT,GPT,2,Library
214,2,GPT,GPT,2,Library
214,3,GPT,GPT,2,Library
214,4,GPT,GPT,2,Library
214,5,GPT,GPT,2,Library
214,6,GPT,GPT,2,Library
214,7,GPT,GPT,2,Library
214,8,GPT,GPT,2,Library
214,9,GPT,GPT,2,Library
214,10,GPT,GPT,2,Library
214,11,GPT,GPT,2,Library
214,12,GPT,GPT,2,Library
214,13,GPT,GPT,2,Library
214,14,GPT,GPT,2,Library
214,15,GPT,GPT,2,Library
214,16,GPT,GPT,2,Library
214,17,GPT,GPT,2,Library
214,18,GPT,GPT,2,Library
214,19,GPT,GPT,2,Library
214,20,GPT,GPT,2,Library
214,21,GPT,GPT,2,Library
214,22,GPT,GPT,2,Library
214,23,GPT,GPT,2,Library
214,24,GPT,GPT,2,Library
214,25,GPT,GPT,2,Library
216,0,Persona,Rational,1,Library
216,1,Persona,Rational,1,Library
216,2,Persona,Rational,1,Library
216,3,Persona,Rational,1,Library
216,4,Persona,Rational,1,Library
216,5,Persona,Rational,1,Library
216,6,Persona,Rational,1,Library
216,7,Persona,Rational,1,Library
216,8,Persona,Rational,1,Library
216,9,Persona,Rational,1,Library
216,10,Persona,Rational,1,Library
216,11,Persona,Rational,1,Library
216,12,Persona,Rational,1,Library
216,13,Persona,Rational,1,Library
216,14,Persona,Rational,1,Library
216,15,Persona,Rational,1,Library
217,0,Persona,Rational,1,Library
217,1,Persona,Rational,1,Library
217,2,Persona,Rational,1,Library
217,3,Persona,Rational,1,Library
217,4,Persona,Rational,1,Library
217,5,Persona,Rational,1,Library
217,6,Persona,Rational,1,Library
217,7,Persona,Rational,1,Library
217,8,Persona,Rational,1,Library
217,9,Persona,Rational,1,Library
217,10,Persona,Rational,1,Library
217,11,Persona,Rational,1,Library
217,12,Persona,Rational,1,Library
217,13,Persona,Rational,1,Library
218,0,Persona,Rational,1,Library
218,1,Persona,Rational,1,Library
218,2,Persona,Rational,1,Library
218,3,Persona,Rational,1,Library
218,4,Persona,Rational,1,Library
218,5,Persona,Rational,1,Library
218,6,Persona,Rational,1,Library
218,7,Persona,Rational,1,Library
218,8,Persona,Rational,1,Library
218,9,Persona,Rational,1,Library
218,10,Persona,Rational,1,Library
218,11,Persona,Rational,1,Library
219,0,Persona,Rational,1,Library
219,1,Persona,Rational,1,Library
219,2,Persona,Rational,1,Library
219,3,Persona,Rational,1,Library
219,4,Persona,Rational,1,Library
219,5,Persona,Rational,1,Library
219,6,Persona,Rational,1,Library
219,7,Persona,Rational,1,Library
219,8,Persona,Rational,1,Library
219,9,Persona,Rational,1,Library
219,10,Persona,Rational,1,Library
219,11,Persona,Rational,1,Library
219,12,Persona,Rational,1,Library
219,13,Persona,Rational,1,Library
219,14,Persona,Rational,1,Library
219,15,Persona,Rational,1,Library
219,16,Persona,Rational,1,Library
219,17,Persona,Rational,1,Library
219,18,Persona,Rational,1,Library
219,19,Persona,Rational,1,Library
219,20,Persona,Rational,1,Library
219,21,Persona,Rational,1,Library
219,22,Persona,Rational,1,Library
219,23,Persona,Rational,1,Library
220,0,Persona,Rational,1,Library
220,1,Persona,Rational,1,Library
220,2,Persona,Rational,1,Library
220,3,Persona,Rational,1,Library
220,4,Persona,Rational,1,Library
220,5,Persona,Rational,1,Library
220,6,Persona,Rational,1,Library
220,7,Persona,Rational,1,Library
220,8,Persona,Rational,1,Library
220,9,Persona,Rational,1,Library
220,10,Persona,Rational,1,Library
220,11,Persona,Rational,1,Library
220,12,Persona,Rational,1,Library
220,13,Persona,Rational,1,Library
220,14,Persona,Rational,1,Library
220,15,Persona,Rational,1,Library
220,16,Persona,Rational,1,Library
220,17,Persona,Rational,1,Library
221,0,Persona,Rational,1,Library
221,1,Persona,Rational,1,Library
221,2,Persona,Rational,1,Library
221,3,Persona,Rational,1,Library
221,4,Persona,Rational,1,Library
221,5,Persona,Rational,1,Library
221,6,Persona,Rational,1,Library
221,7,Persona,Rational,1,Library
221,8,Persona,Rational,1,Library
221,9,Persona,Rational,1,Library
221,10,Persona,Rational,1,Library
221,11,Persona,Rational,1,Library
221,12,Persona,Rational,1,Library
221,13,Persona,Rational,1,Library
221,14,Persona,Rational,1,Library
221,15,Persona,Rational,1,Library
221,16,Persona,Rational,1,Library
221,17,Persona,Rational,1,Library
221,18,Persona,Rational,1,Library
221,19,Persona,Rational,1,Library
221,20,Persona,Rational,1,Library
221,21,Persona,Rational,1,Library
221,22,Persona,Rational,1,Library
221,23,Persona,Rational,1,Library
222,0,Persona,Rational,1,Library
222,1,Persona,Rational,1,Library
222,2,Persona,Rational,1,Library
222,3,Persona,Rational,1,Library
222,4,Persona,Rational,1,Library
222,5,Persona,Rational,1,Library
222,6,Persona,Rational,1,Library
222,7,Persona,Rational,1,Library
223,0,Persona,Rational,1,Library
223,1,Persona,Rational,1,Library
223,2,Persona,Rational,1,Library
223,3,Persona,Rational,1,Library
223,4,Persona,Rational,1,Library
223,5,Persona,Rational,1,Library
223,6,Persona,Rational,1,Library
223,7,Persona,Rational,1,Library
223,8,Persona,Rational,1,Library
223,9,Persona,Rational,1,Library
223,10,Persona,Rational,1,Library
223,11,Persona,Rational,1,Library
223,12,Persona,Rational,1,Library
223,13,Persona,Rational,1,Library
224,0,Persona,Rational,1,Library
224,1,Persona,Rational,1,Library
224,2,Persona,Rational,1,Library
224,3,Persona,Rational,1,Library
224,4,Persona,Rational,1,Library
224,5,Persona,Rational,1,Library
224,6,Persona,Rational,1,Library
224,7,Persona,Rational,1,Library
224,8,Persona,Rational,1,Library
224,9,Persona,Rational,1,Library
224,10,Persona,Rational,1,Library
224,11,Persona,Rational,1,Library
224,12,Persona,Rational,1,Library
224,13,Persona,Rational,1,Library
224,14,Persona,Rational,1,Library
224,15,Persona,Rational,1,Library
224,16,Persona,Rational,1,Library
224,17,Persona,Rational,1,Library
224,18,Persona,Rational,1,Library
224,19,Persona,Rational,1,Library
224,20,Persona,Rational,1,Library
224,21,Persona,Rational,1,Library
224,22,Persona,Rational,1,Library
224,23,Persona,Rational,1,Library
224,24,Persona,Rational,1,Library
224,25,Persona,Rational,1,Library
224,26,Persona,Rational,1,Library
224,27,Persona,Rational,1,Library
224,28,Persona,Rational,1,Library
224,29,Persona,Rational,1,Library
226,0,GPT,GPT,2,Bicycle
226,1,GPT,GPT,2,Bicycle
226,2,GPT,GPT,2,Bicycle
226,3,GPT,GPT,2,Bicycle
226,4,GPT,GPT,2,Bicycle
226,5,GPT,GPT,2,Bicycle
226,6,GPT,GPT,2,Bicycle
226,7,GPT,GPT,2,Bicycle
226,8,GPT,GPT,2,Bicycle
226,9,GPT,GPT,2,Bicycle
226,10,GPT,GPT,2,Bicycle
226,11,GPT,GPT,2,Bicycle
227,0,GPT,GPT,2,Bicycle
227,1,GPT,GPT,2,Bicycle
227,2,GPT,GPT,2,Bicycle
227,3,GPT,GPT,2,Bicycle
227,4,GPT,GPT,2,Bicycle
227,5,GPT,GPT,2,Bicycle
227,6,GPT,GPT,2,Bicycle
227,7,GPT,GPT,2,Bicycle
227,8,GPT,GPT,2,Bicycle
227,9,GPT,GPT,2,Bicycle
227,10,GPT,GPT,2,Bicycle
227,11,GPT,GPT,2,Bicycle
227,12,GPT,GPT,2,Bicycle
227,13,GPT,GPT,2,Bicycle
227,14,GPT,GPT,2,Bicycle
227,15,GPT,GPT,2,Bicycle
227,16,GPT,GPT,2,Bicycle
227,17,GPT,GPT,2,Bicycle
227,18,GPT,GPT,2,Bicycle
227,19,GPT,GPT,2,Bicycle
229,0,GPT,GPT,2,Bicycle
229,1,GPT,GPT,2,Bicycle
229,2,GPT,GPT,2,Bicycle
229,3,GPT,GPT,2,Bicycle
229,4,GPT,GPT,2,Bicycle
229,5,GPT,GPT,2,Bicycle
229,6,GPT,GPT,2,Bicycle
229,7,GPT,GPT,2,Bicycle
229,8,GPT,GPT,2,Bicycle
229,9,GPT,GPT,2,Bicycle
229,10,GPT,GPT,2,Bicycle
229,11,GPT,GPT,2,Bicycle
229,12,GPT,GPT,2,Bicycle
229,13,GPT,GPT,2,Bicycle
229,14,GPT,GPT,2,Bicycle
229,15,GPT,GPT,2,Bicycle
229,16,GPT,GPT,2,Bicycle
229,17,GPT,GPT,2,Bicycle
230,0,GPT,GPT,2,Bicycle
230,1,GPT,GPT,2,Bicycle
230,2,GPT,GPT,2,Bicycle
230,3,GPT,GPT,2,Bicycle
230,4,GPT,GPT,2,Bicycle
230,5,GPT,GPT,2,Bicycle
230,6,GPT,GPT,2,Bicycle
230,7,GPT,GPT,2,Bicycle
231,0,GPT,GPT,2,Bicycle
231,1,GPT,GPT,2,Bicycle
231,2,GPT,GPT,2,Bicycle
231,3,GPT,GPT,2,Bicycle
231,4,GPT,GPT,2,Bicycle
231,5,GPT,GPT,2,Bicycle
231,6,GPT,GPT,2,Bicycle
231,7,GPT,GPT,2,Bicycle
231,8,GPT,GPT,2,Bicycle
231,9,GPT,GPT,2,Bicycle
231,10,GPT,GPT,2,Bicycle
231,11,GPT,GPT,2,Bicycle
231,12,GPT,GPT,2,Bicycle
231,13,GPT,GPT,2,Bicycle
231,14,GPT,GPT,2,Bicycle
231,15,GPT,GPT,2,Bicycle
232,0,GPT,GPT,2,Bicycle
232,1,GPT,GPT,2,Bicycle
232,2,GPT,GPT,2,Bicycle
232,3,GPT,GPT,2,Bicycle
232,4,GPT,GPT,2,Bicycle
232,5,GPT,GPT,2,Bicycle
232,6,GPT,GPT,2,Bicycle
232,7,GPT,GPT,2,Bicycle
232,8,GPT,GPT,2,Bicycle
232,9,GPT,GPT,2,Bicycle
233,0,GPT,GPT,2,Bicycle
233,1,GPT,GPT,2,Bicycle
233,2,GPT,GPT,2,Bicycle
233,3,GPT,GPT,2,Bicycle
233,4,GPT,GPT,2,Bicycle
233,5,GPT,GPT,2,Bicycle
233,6,GPT,GPT,2,Bicycle
233,7,GPT,GPT,2,Bicycle
233,8,GPT,GPT,2,Bicycle
233,9,GPT,GPT,2,Bicycle
234,0,GPT,GPT,2,Bicycle
234,1,GPT,GPT,2,Bicycle
234,2,GPT,GPT,2,Bicycle
234,3,GPT,GPT,2,Bicycle
234,4,GPT,GPT,2,Bicycle
234,5,GPT,GPT,2,Bicycle
234,6,GPT,GPT,2,Bicycle
234,7,GPT,GPT,2,Bicycle
234,8,GPT,GPT,2,Bicycle
234,9,GPT,GPT,2,Bicycle
234,10,GPT,GPT,2,Bicycle
234,11,GPT,GPT,2,Bicycle
234,12,GPT,GPT,2,Bicycle
234,13,GPT,GPT,2,Bicycle
234,14,GPT,GPT,2,Bicycle
234,15,GPT,GPT,2,Bicycle
236,0,GPT,GPT,2,Bicycle
236,1,GPT,GPT,2,Bicycle
236,2,GPT,GPT,2,Bicycle
236,3,GPT,GPT,2,Bicycle
236,4,GPT,GPT,2,Bicycle
236,5,GPT,GPT,2,Bicycle
236,6,GPT,GPT,2,Bicycle
236,7,GPT,GPT,2,Bicycle
236,8,GPT,GPT,2,Bicycle
236,9,GPT,GPT,2,Bicycle
236,10,GPT,GPT,2,Bicycle
236,11,GPT,GPT,2,Bicycle
236,12,GPT,GPT,2,Bicycle
236,13,GPT,GPT,2,Bicycle
236,14,GPT,GPT,2,Bicycle
236,15,GPT,GPT,2,Bicycle
236,16,GPT,GPT,2,Bicycle
236,17,GPT,GPT,2,Bicycle
236,18,GPT,GPT,2,Bicycle
236,19,GPT,GPT,2,Bicycle
236,20,GPT,GPT,2,Bicycle
236,21,GPT,GPT,2,Bicycle
236,22,GPT,GPT,2,Bicycle
236,23,GPT,GPT,2,Bicycle
241,0,GPT,GPT,1,Bicycle
241,1,GPT,GPT,1,Bicycle
241,2,GPT,GPT,1,Bicycle
241,3,GPT,GPT,1,Bicycle
241,4,GPT,GPT,1,Bicycle
241,5,GPT,GPT,1,Bicycle
241,6,GPT,GPT,1,Bicycle
241,7,GPT,GPT,1,Bicycle
241,8,GPT,GPT,1,Bicycle
241,9,GPT,GPT,1,Bicycle
241,10,GPT,GPT,1,Bicycle
241,11,GPT,GPT,1,Bicycle
241,12,GPT,GPT,1,Bicycle
241,13,GPT,GPT,1,Bicycle
241,14,GPT,GPT,1,Bicycle
241,15,GPT,GPT,1,Bicycle
241,16,GPT,GPT,1,Bicycle
241,17,GPT,GPT,1,Bicycle
244,0,GPT,GPT,1,Bicycle
244,1,GPT,GPT,1,Bicycle
244,2,GPT,GPT,1,Bicycle
244,3,GPT,GPT,1,Bicycle
244,4,GPT,GPT,1,Bicycle
244,5,GPT,GPT,1,Bicycle
244,6,GPT,GPT,1,Bicycle
244,7,GPT,GPT,1,Bicycle
244,8,GPT,GPT,1,Bicycle
244,9,GPT,GPT,1,Bicycle
244,10,GPT,GPT,1,Bicycle
244,11,GPT,GPT,1,Bicycle
244,12,GPT,GPT,1,Bicycle
244,13,GPT,GPT,1,Bicycle
261,0,Persona,Divergent,2,Library
261,1,Persona,Divergent,2,Library
261,2,Persona,Divergent,2,Library
261,3,Persona,Divergent,2,Library
261,4,Persona,Divergent,2,Library
261,5,Persona,Divergent,2,Library
261,6,Persona,Divergent,2,Library
261,7,Persona,Divergent,2,Library
261,8,Persona,Divergent,2,Library
261,9,Persona,Divergent,2,Library
279,0,Persona,Divergent,2,Library
279,1,Persona,Divergent,2,Library
279,2,Persona,Divergent,2,Library
279,3,Persona,Divergent,2,Library
279,4,Persona,Divergent,2,Library
279,5,Persona,Divergent,2,Library
279,6,Persona,Divergent,2,Library
279,7,Persona,Divergent,2,Library
279,8,Persona,Divergent,2,Library
279,9,Persona,Divergent,2,Library
295,0,Persona,Divergent,1,Library
295,1,Persona,Divergent,1,Library
295,2,Persona,Divergent,1,Library
295,3,Persona,Divergent,1,Library
295,4,Persona,Divergent,1,Library
295,5,Persona,Divergent,1,Library
295,6,Persona,Divergent,1,Library
295,7,Persona,Divergent,1,Library
295,8,Persona,Divergent,1,Library
295,9,Persona,Divergent,1,Library
295,10,Persona,Divergent,1,Library
295,11,Persona,Divergent,1,Library
296,0,Persona,Divergent,1,Library
296,1,Persona,Divergent,1,Library
296,2,Persona,Divergent,1,Library
296,3,Persona,Divergent,1,Library
296,4,Persona,Divergent,1,Library
296,5,Persona,Divergent,1,Library
296,6,Persona,Divergent,1,Library
296,7,Persona,Divergent,1,Library
296,8,Persona,Divergent,1,Library
296,9,Persona,Divergent,1,Library
296,10,Persona,Divergent,1,Library
296,11,Persona,Divergent,1,Library
296,12,Persona,Divergent,1,Library
296,13,Persona,Divergent,1,Library
296,14,Persona,Divergent,1,Library
296,15,Persona,Divergent,1,Library
296,16,Persona,Divergent,1,Library
296,17,Persona,Divergent,1,Library
296,18,Persona,Divergent,1,Library
296,19,Persona,Divergent,1,Library
297,0,Persona,Divergent,1,Library
297,1,Persona,Divergent,1,Library
297,2,Persona,Divergent,1,Library
297,3,Persona,Divergent,1,Library
297,4,Persona,Divergent,1,Library
297,5,Persona,Divergent,1,Library
297,6,Persona,Divergent,1,Library
297,7,Persona,Divergent,1,Library
297,8,Persona,Divergent,1,Library
297,9,Persona,Divergent,1,Library
297,10,Persona,Divergent,1,Library
297,11,Persona,Divergent,1,Library
297,12,Persona,Divergent,1,Library
297,13,Persona,Divergent,1,Library
297,14,Persona,Divergent,1,Library
297,15,Persona,Divergent,1,Library
297,16,Persona,Divergent,1,Library
297,17,Persona,Divergent,1,Library
298,0,Persona,Divergent,1,Library
298,1,Persona,Divergent,1,Library
298,2,Persona,Divergent,1,Library
298,3,Persona,Divergent,1,Library
298,4,Persona,Divergent,1,Library
298,5,Persona,Divergent,1,Library
298,6,Persona,Divergent,1,Library
298,7,Persona,Divergent,1,Library
298,8,Persona,Divergent,1,Library
298,9,Persona,Divergent,1,Library
298,10,Persona,Divergent,1,Library
298,11,Persona,Divergent,1,Library
298,12,Persona,Divergent,1,Library
298,13,Persona,Divergent,1,Library
298,14,Persona,Divergent,1,Library
298,15,Persona,Divergent,1,Library
298,16,Persona,Divergent,1,Library
298,17,Persona,Divergent,1,Library
299,0,Persona,Divergent,1,Library
299,1,Persona,Divergent,1,Library
299,2,Persona,Divergent,1,Library
299,3,Persona,Divergent,1,Library
299,4,Persona,Divergent,1,Library
299,5,Persona,Divergent,1,Library
299,6,Persona,Divergent,1,Library
299,7,Persona,Divergent,1,Library
299,8,Persona,Divergent,1,Library
299,9,Persona,Divergent,1,Library
299,10,Persona,Divergent,1,Library
299,11,Persona,Divergent,1,Library
299,12,Persona,Divergent,1,Library
299,13,Persona,Divergent,1,Library
299,14,Persona,Divergent,1,Library
299,15,Persona,Divergent,1,Library
299,16,Persona,Divergent,1,Library
299,17,Persona,Divergent,1,Library
300,0,Persona,Divergent,1,Library
300,1,Persona,Divergent,1,Library
300,2,Persona,Divergent,1,Library
300,3,Persona,Divergent,1,Library
300,4,Persona,Divergent,1,Library
300,5,Persona,Divergent,1,Library
300,6,Persona,Divergent,1,Library
300,7,Persona,Divergent,1,Library
300,8,Persona,Divergent,1,Library
300,9,Persona,Divergent,1,Library
300,10,Persona,Divergent,1,Library
300,11,Persona,Divergent,1,Library
300,12,Persona,Divergent,1,Library
300,13,Persona,Divergent,1,Library
300,14,Persona,Divergent,1,Library
300,15,Persona,Divergent,1,Library
300,16,Persona,Divergent,1,Library
300,17,Persona,Divergent,1,Library
300,18,Persona,Divergent,1,Library
300,19,Persona,Divergent,1,Library
301,0,Persona,Divergent,1,Library
301,1,Persona,Divergent,1,Library
301,2,Persona,Divergent,1,Library
301,3,Persona,Divergent,1,Library
301,4,Persona,Divergent,1,Library
301,5,Persona,Divergent,1,Library
301,6,Persona,Divergent,1,Library
301,7,Persona,Divergent,1,Library
301,8,Persona,Divergent,1,Library
301,9,Persona,Divergent,1,Library
301,10,Persona,Divergent,1,Library
301,11,Persona,Divergent,1,Library
303,0,GPT,GPT,2,Bicycle
303,1,GPT,GPT,2,Bicycle
303,2,GPT,GPT,2,Bicycle
303,3,GPT,GPT,2,Bicycle
303,4,GPT,GPT,2,Bicycle
303,5,GPT,GPT,2,Bicycle
303,6,GPT,GPT,2,Bicycle
303,7,GPT,GPT,2,Bicycle
303,8,GPT,GPT,2,Bicycle
303,9,GPT,GPT,2,Bicycle
303,10,GPT,GPT,2,Bicycle
303,11,GPT,GPT,2,Bicycle
303,12,GPT,GPT,2,Bicycle
303,13,GPT,GPT,2,Bicycle
303,14,GPT,GPT,2,Bicycle
303,15,GPT,GPT,2,Bicycle
303,16,GPT,GPT,2,Bicycle
303,17,GPT,GPT,2,Bicycle
303,18,GPT,GPT,2,Bicycle
303,19,GPT,GPT,2,Bicycle
304,0,GPT,GPT,2,Bicycle
304,1,GPT,GPT,2,Bicycle
304,2,GPT,GPT,2,Bicycle
304,3,GPT,GPT,2,Bicycle
304,4,GPT,GPT,2,Bicycle
304,5,GPT,GPT,2,Bicycle
304,6,GPT,GPT,2,Bicycle
304,7,GPT,GPT,2,Bicycle
304,8,GPT,GPT,2,Bicycle
304,9,GPT,GPT,2,Bicycle
304,10,GPT,GPT,2,Bicycle
304,11,GPT,GPT,2,Bicycle
304,12,GPT,GPT,2,Bicycle
304,13,GPT,GPT,2,Bicycle
304,14,GPT,GPT,2,Bicycle
304,15,GPT,GPT,2,Bicycle
304,16,GPT,GPT,2,Bicycle
304,17,GPT,GPT,2,Bicycle
304,18,GPT,GPT,2,Bicycle
304,19,GPT,GPT,2,Bicycle
304,20,GPT,GPT,2,Bicycle
304,21,GPT,GPT,2,Bicycle
304,22,GPT,GPT,2,Bicycle
304,23,GPT,GPT,2,Bicycle
304,24,GPT,GPT,2,Bicycle
304,25,GPT,GPT,2,Bicycle
304,26,GPT,GPT,2,Bicycle
304,27,GPT,GPT,2,Bicycle
304,28,GPT,GPT,2,Bicycle
304,29,GPT,GPT,2,Bicycle
304,30,GPT,GPT,2,Bicycle
304,31,GPT,GPT,2,Bicycle
305,0,GPT,GPT,2,Bicycle
305,1,GPT,GPT,2,Bicycle
305,2,GPT,GPT,2,Bicycle
305,3,GPT,GPT,2,Bicycle
305,4,GPT,GPT,2,Bicycle
305,5,GPT,GPT,2,Bicycle
305,6,GPT,GPT,2,Bicycle
305,7,GPT,GPT,2,Bicycle
305,8,GPT,GPT,2,Bicycle
305,9,GPT,GPT,2,Bicycle
305,10,GPT,GPT,2,Bicycle
305,11,GPT,GPT,2,Bicycle
305,12,GPT,GPT,2,Bicycle
305,13,GPT,GPT,2,Bicycle
305,14,GPT,GPT,2,Bicycle
305,15,GPT,GPT,2,Bicycle
305,16,GPT,GPT,2,Bicycle
305,17,GPT,GPT,2,Bicycle
305,18,GPT,GPT,2,Bicycle
305,19,GPT,GPT,2,Bicycle
306,0,GPT,GPT,2,Bicycle
306,1,GPT,GPT,2,Bicycle
306,2,GPT,GPT,2,Bicycle
306,3,GPT,GPT,2,Bicycle
306,4,GPT,GPT,2,Bicycle
306,5,GPT,GPT,2,Bicycle
306,6,GPT,GPT,2,Bicycle
306,7,GPT,GPT,2,Bicycle
306,8,GPT,GPT,2,Bicycle
306,9,GPT,GPT,2,Bicycle
306,10,GPT,GPT,2,Bicycle
306,11,GPT,GPT,2,Bicycle
306,12,GPT,GPT,2,Bicycle
306,13,GPT,GPT,2,Bicycle
306,14,GPT,GPT,2,Bicycle
306,15,GPT,GPT,2,Bicycle
306,16,GPT,GPT,2,Bicycle
306,17,GPT,GPT,2,Bicycle
306,18,GPT,GPT,2,Bicycle
306,19,GPT,GPT,2,Bicycle
307,0,GPT,GPT,2,Bicycle
307,1,GPT,GPT,2,Bicycle
307,2,GPT,GPT,2,Bicycle
307,3,GPT,GPT,2,Bicycle
307,4,GPT,GPT,2,Bicycle
307,5,GPT,GPT,2,Bicycle
307,6,GPT,GPT,2,Bicycle
307,7,GPT,GPT,2,Bicycle
307,8,GPT,GPT,2,Bicycle
307,9,GPT,GPT,2,Bicycle
307,10,GPT,GPT,2,Bicycle
307,11,GPT,GPT,2,Bicycle
307,12,GPT,GPT,2,Bicycle
307,13,GPT,GPT,2,Bicycle
307,14,GPT,GPT,2,Bicycle
307,15,GPT,GPT,2,Bicycle
307,16,GPT,GPT,2,Bicycle
307,17,GPT,GPT,2,Bicycle
307,18,GPT,GPT,2,Bicycle
307,19,GPT,GPT,2,Bicycle
307,20,GPT,GPT,2,Bicycle
307,21,GPT,GPT,2,Bicycle
308,0,GPT,GPT,2,Bicycle
308,1,GPT,GPT,2,Bicycle
308,2,GPT,GPT,2,Bicycle
308,3,GPT,GPT,2,Bicycle
308,4,GPT,GPT,2,Bicycle
308,5,GPT,GPT,2,Bicycle
308,6,GPT,GPT,2,Bicycle
308,7,GPT,GPT,2,Bicycle
308,8,GPT,GPT,2,Bicycle
308,9,GPT,GPT,2,Bicycle
308,10,GPT,GPT,2,Bicycle
308,11,GPT,GPT,2,Bicycle
308,12,GPT,GPT,2,Bicycle
308,13,GPT,GPT,2,Bicycle
308,14,GPT,GPT,2,Bicycle
308,15,GPT,GPT,2,Bicycle
308,16,GPT,GPT,2,Bicycle
308,17,GPT,GPT,2,Bicycle
308,18,GPT,GPT,2,Bicycle
308,19,GPT,GPT,2,Bicycle
308,20,GPT,GPT,2,Bicycle
308,21,GPT,GPT,2,Bicycle
308,22,GPT,GPT,2,Bicycle
308,23,GPT,GPT,2,Bicycle
308,24,GPT,GPT,2,Bicycle
308,25,GPT,GPT,2,Bicycle
309,0,GPT,GPT,2,Bicycle
309,1,GPT,GPT,2,Bicycle
309,2,GPT,GPT,2,Bicycle
309,3,GPT,GPT,2,Bicycle
309,4,GPT,GPT,2,Bicycle
309,5,GPT,GPT,2,Bicycle
309,6,GPT,GPT,2,Bicycle
309,7,GPT,GPT,2,Bicycle
309,8,GPT,GPT,2,Bicycle
309,9,GPT,GPT,2,Bicycle
309,10,GPT,GPT,2,Bicycle
309,11,GPT,GPT,2,Bicycle
309,12,GPT,GPT,2,Bicycle
309,13,GPT,GPT,2,Bicycle
309,14,GPT,GPT,2,Bicycle
309,15,GPT,GPT,2,Bicycle
309,16,GPT,GPT,2,Bicycle
309,17,GPT,GPT,2,Bicycle
311,0,Persona,Convergent,1,Bicycle
311,1,Persona,Convergent,1,Bicycle
311,2,Persona,Convergent,1,Bicycle
311,3,Persona,Convergent,1,Bicycle
311,4,Persona,Convergent,1,Bicycle
311,5,Persona,Convergent,1,Bicycle
311,6,Persona,Convergent,1,Bicycle
311,7,Persona,Convergent,1,Bicycle
311,8,Persona,Convergent,1,Bicycle
311,9,Persona,Convergent,1,Bicycle
311,10,Persona,Convergent,1,Bicycle
311,11,Persona,Convergent,1,Bicycle
313,0,Persona,Convergent,1,Bicycle
313,1,Persona,Convergent,1,Bicycle
313,2,Persona,Convergent,1,Bicycle
313,3,Persona,Convergent,1,Bicycle
313,4,Persona,Convergent,1,Bicycle
313,5,Persona,Convergent,1,Bicycle
313,6,Persona,Convergent,1,Bicycle
313,7,Persona,Convergent,1,Bicycle
313,8,Persona,Convergent,1,Bicycle
313,9,Persona,Convergent,1,Bicycle
313,10,Persona,Convergent,1,Bicycle
313,11,Persona,Convergent,1,Bicycle
313,12,Persona,Convergent,1,Bicycle
313,13,Persona,Convergent,1,Bicycle
314,0,Persona,Convergent,1,Bicycle
314,1,Persona,Convergent,1,Bicycle
314,2,Persona,Convergent,1,Bicycle
314,3,Persona,Convergent,1,Bicycle
314,4,Persona,Convergent,1,Bicycle
314,5,Persona,Convergent,1,Bicycle
314,6,Persona,Convergent,1,Bicycle
314,7,Persona,Convergent,1,Bicycle
314,8,Persona,Convergent,1,Bicycle
314,9,Persona,Convergent,1,Bicycle
314,10,Persona,Convergent,1,Bicycle
314,11,Persona,Convergent,1,Bicycle
314,12,Persona,Convergent,1,Bicycle
314,13,Persona,Convergent,1,Bicycle
314,14,Persona,Convergent,1,Bicycle
314,15,Persona,Convergent,1,Bicycle
314,16,Persona,Convergent,1,Bicycle
314,17,Persona,Convergent,1,Bicycle
315,0,Persona,Convergent,1,Bicycle
315,1,Persona,Convergent,1,Bicycle
315,2,Persona,Convergent,1,Bicycle
315,3,Persona,Convergent,1,Bicycle
315,4,Persona,Convergent,1,Bicycle
315,5,Persona,Convergent,1,Bicycle
315,6,Persona,Convergent,1,Bicycle
315,7,Persona,Convergent,1,Bicycle
315,8,Persona,Convergent,1,Bicycle
315,9,Persona,Convergent,1,Bicycle
315,10,Persona,Convergent,1,Bicycle
315,11,Persona,Convergent,1,Bicycle
315,12,Persona,Convergent,1,Bicycle
315,13,Persona,Convergent,1,Bicycle
315,14,Persona,Convergent,1,Bicycle
315,15,Persona,Convergent,1,Bicycle
315,16,Persona,Convergent,1,Bicycle
315,17,Persona,Convergent,1,Bicycle
315,18,Persona,Convergent,1,Bicycle
315,19,Persona,Convergent,1,Bicycle
315,20,Persona,Convergent,1,Bicycle
315,21,Persona,Convergent,1,Bicycle
