conversation_id,participant_id,condition_original,persona_family_original,round,challenge,n_episodes,exploration_opening_mean,reframing_quality_mean,evaluative_discipline_mean,agency_preservation_mean,anchor_management_mean,coregulation_uptake_mean,timing_fit_mean,implementation_grounding_mean,cognitive_load_clarity_mean,stance_integrity_mean,premature_convergence_risk_mean,runaway_divergence_risk_mean,user_agency_proxy_mean,exploration_opening_early,exploration_opening_mid,exploration_opening_late,reframing_quality_early,reframing_quality_mid,reframing_quality_late,evaluative_discipline_early,evaluative_discipline_mid,evaluative_discipline_late,regulation_balance_index,trajectory_type
404,106,GPT,GPT,2,Bicycle,7,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
406,110,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
411,118,Persona,Divergent,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
413,119,Persona,Divergent,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
414,120,Persona,Divergent,1,Library,3,4.0,3.0,2.0,3.3333333333333335,3.0,3.3333333333333335,4.0,2.0,3.0,4.0,0.6666666666666666,1.0,3.3333333333333335,4.0,4.0,,3.0,3.0,,2.0,2.0,,1.4166815332366518,reframe_and_expand
415,121,Persona,Divergent,1,Library,3,3.6666666666666665,3.0,1.6666666666666667,3.3333333333333335,2.6666666666666665,3.0,4.0,2.3333333333333335,3.3333333333333335,4.0,0.3333333333333333,0.3333333333333333,3.166666666666667,4.0,3.5,,3.0,3.0,,1.0,2.0,,2.673660595065599,reframe_and_expand
416,122,Persona,Divergent,1,Library,7,4.0,3.1666666666666665,1.3333333333333333,3.0,2.8333333333333335,3.1666666666666665,4.0,1.5,3.0,4.0,0.3333333333333333,1.3333333333333333,3.083333333333333,4.0,,,3.1666666666666665,,,1.3333333333333333,,,0.20220659721811618,reframe_and_expand
418,124,Persona,Divergent,1,Library,3,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,,4.0,,,3.0,,,2.0,,-0.06186889729059608,reframe_and_expand
419,124,GPT,GPT,2,Bicycle,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
420,122,GPT,GPT,2,Bicycle,8,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
423,120,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
425,118,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
426,121,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
428,119,GPT,GPT,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
429,125,GPT,GPT,1,Library,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
431,126,GPT,GPT,1,Library,11,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,3.0,,,2.0,,,1.0,,,2.0,-3.2024536469257554,mixed_or_unclear
432,127,GPT,GPT,1,Library,4,2.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.5,,,2.0,,,1.0,,,0.0,-9.821027207867733,mixed_or_unclear
433,128,GPT,GPT,1,Library,6,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
434,129,GPT,GPT,1,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
436,131,GPT,GPT,1,Library,3,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
437,130,GPT,GPT,1,Library,1,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
439,126,Persona,Divergent,2,Bicycle,8,3.5,2.5,2.0,3.0,3.0,3.0,4.0,3.0,3.5,4.0,0.0,0.5,3.0,,,3.5,,,2.5,,,2.0,1.9004730486942139,mixed_or_unclear
440,128,Persona,Divergent,2,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
441,125,Persona,Divergent,2,Bicycle,4,3.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,0.0,1.0,3.5,3.0,,,3.0,,,2.0,,,2.9728654292503793,user_led_elaboration
442,129,Persona,Divergent,2,Bicycle,4,4.0,3.0,2.0,3.5,3.0,3.0,4.0,1.5,3.0,4.0,0.0,1.0,3.25,,4.0,4.0,,3.0,3.0,,2.0,2.0,3.276117406712405,user_led_elaboration
443,131,Persona,Divergent,2,Bicycle,6,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,,3.0,3.0,,2.0,2.0,,2.178452419133662,reframe_and_expand
444,127,Persona,Divergent,2,Bicycle,3,4.0,3.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,3.5,4.0,,,3.0,,,0.0,,,4.150846258865751,user_led_elaboration
445,130,Persona,Divergent,2,Bicycle,3,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,,4.0,,,3.0,,,2.0,,4.207119687011028,reframe_and_expand
466,149,Persona,Convergent,1,Bicycle,4,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,3.5,,,2.0,,,2.0,,,3.0,1.302387073598605,user_led_elaboration
467,111,Persona,Convergent,1,Bicycle,6,3.5,3.0,1.0,4.0,3.0,3.0,4.0,1.0,3.5,4.0,0.0,0.0,3.5,4.0,3.0,,3.0,3.0,,0.0,2.0,,4.576189477996747,user_led_elaboration
468,150,Persona,Convergent,1,Bicycle,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
469,151,Persona,Convergent,1,Bicycle,3,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,0.0,3.5,,3.0,,,3.0,,,2.0,,2.761211380703487,user_led_elaboration
470,111,GPT,GPT,2,Library,5,2.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,3.0,,2.0,,,1.0,,,0.0,,-5.552038623566109,mixed_or_unclear
471,151,GPT,GPT,2,Library,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
472,150,GPT,GPT,2,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
473,149,GPT,GPT,2,Library,5,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
474,152,Persona,Convergent,1,Bicycle,4,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
475,152,GPT,GPT,2,Library,2,,,,,,,,,,,,,,,,,,,,,,,,mixed_or_unclear
